,Temperatura - Celsius,Humidade - %,Velocidade Vento - Km/h,Direção Vento - Graus,Chuva Agora - mm,Chuva Acumulada - mm,Sensação Térmica
1105,24.89,80.81,0.0,0.0,0.0,585.0,26.08913
1106,24.87,80.85,0.0,0.0,0.0,585.0,26.07671
1107,24.89,80.83,0.0,0.0,0.0,585.0,26.08913
1108,24.89,80.83,0.0,0.0,0.0,585.0,26.08913
1109,24.89,80.84,0.0,0.0,0.0,585.0,26.08913
1110,24.86,80.85,0.0,0.0,0.0,585.0,26.07049
1111,24.89,80.87,0.0,0.0,0.0,585.0,26.08913
1112,24.87,80.87,0.0,0.0,0.0,585.0,26.07671
1113,24.87,80.88,0.0,0.0,0.0,585.0,26.07671
1114,24.89,80.86,0.0,0.0,0.0,585.0,26.08913
1115,24.87,80.82,0.0,0.0,0.0,585.0,26.07671
1116,24.84,80.85,0.0,0.0,0.0,585.0,26.05806
1117,24.86,80.87,0.0,0.0,0.0,585.0,26.07049
1118,24.86,80.84,0.0,0.0,0.0,585.0,26.07049
1119,24.86,80.82,0.0,0.0,0.0,585.0,26.07049
1120,24.86,80.85,0.0,0.0,0.0,585.0,26.07049
1121,24.84,80.86,0.0,0.0,0.0,585.0,26.05806
1122,24.86,80.9,0.0,0.0,0.0,585.0,26.07049
1123,24.86,80.93,0.0,0.0,0.0,585.0,26.07049
1124,24.87,80.88,0.0,0.0,0.0,585.0,26.07671
1125,24.86,80.87,0.0,0.0,0.0,585.0,26.07049
1126,24.84,80.91,0.0,0.0,0.0,585.0,26.05806
1127,24.86,80.91,0.0,0.0,0.0,585.0,26.07049
1128,24.83,80.96,0.0,0.0,0.0,585.0,26.05185
1129,24.8,80.96,0.0,0.0,0.0,585.0,26.0332
1130,24.86,80.93,0.0,0.0,0.0,585.0,26.07049
1131,24.84,80.89,0.0,0.0,0.0,585.0,26.05806
1132,24.82,80.94,0.0,0.0,0.0,585.0,26.04563
1133,24.8,80.93,0.0,0.0,0.0,585.0,26.0332
1134,24.84,80.97,0.0,0.0,0.0,585.0,26.05806
1135,24.82,80.97,0.0,0.0,0.0,585.0,26.04563
1136,24.83,81.04,0.0,0.0,0.0,585.0,26.05185
1137,24.83,81.05,0.0,0.0,0.0,585.0,26.05185
1138,24.82,81.03,0.0,0.0,0.0,585.0,26.04563
1139,24.83,81.07,0.0,0.0,0.0,585.0,26.05185
1140,24.82,81.0,0.0,0.0,0.0,585.0,26.04563
1141,24.8,81.04,0.0,0.0,0.0,585.0,26.0332
1143,24.83,80.97,0.0,0.0,0.0,585.0,26.05185
1144,24.83,81.07,0.0,0.0,0.0,585.0,26.05185
1145,24.82,81.13,0.0,0.0,0.0,585.0,26.04563
1146,24.82,81.07,0.0,0.0,0.0,585.0,26.04563
1147,24.8,81.06,0.0,0.0,0.0,585.0,26.0332
1148,24.8,81.05,0.0,0.0,0.0,585.0,26.0332
1149,24.83,81.0,0.0,0.0,0.0,585.0,26.05185
1150,24.8,81.02,0.0,0.0,0.0,585.0,26.0332
1151,24.82,81.02,0.0,0.0,0.0,585.0,26.04563
1152,24.79,81.08,0.0,0.0,0.0,585.0,26.02699
1153,24.82,81.08,0.0,0.0,0.0,585.0,26.04563
1154,24.83,81.05,0.0,0.0,0.0,585.0,26.05185
1155,24.83,81.04,0.0,0.0,0.0,585.0,26.05185
1156,24.8,81.01,0.0,0.0,0.0,585.0,26.0332
1157,24.8,81.02,0.0,0.0,0.0,585.0,26.0332
1158,24.82,81.04,0.0,0.0,0.0,585.0,26.04563
1159,24.79,81.05,0.0,0.0,0.0,585.0,26.02699
1160,24.8,81.1,0.0,0.0,0.0,585.0,26.0332
1161,24.8,81.07,0.0,0.0,0.0,585.0,26.0332
1162,24.83,81.1,0.0,0.0,0.0,585.0,26.05185
1163,24.8,81.06,0.0,0.0,0.0,585.0,26.0332
1164,24.8,81.06,0.0,0.0,0.0,585.0,26.0332
1165,24.8,81.05,0.0,0.0,0.0,585.0,26.0332
1166,24.8,81.07,0.0,0.0,0.0,585.0,26.0332
1167,24.82,81.07,0.0,0.0,0.0,585.0,26.04563
1168,24.79,81.09,0.0,0.0,0.0,585.0,26.02699
1169,24.8,81.06,0.0,0.0,0.0,585.0,26.0332
1170,24.82,81.06,0.0,0.0,0.0,585.0,26.04563
1172,24.82,81.0,0.0,0.0,0.0,585.0,26.04563
1173,24.82,81.02,0.0,0.0,0.0,585.0,26.04563
1174,24.82,81.01,0.0,0.0,0.0,585.0,26.04563
1175,24.83,81.03,0.0,0.0,0.0,585.0,26.05185
1176,24.8,81.01,0.0,0.0,0.0,585.0,26.0332
1177,24.82,81.07,0.0,0.0,0.0,585.0,26.04563
1178,24.82,81.09,0.0,0.0,0.0,585.0,26.04563
1179,24.82,81.07,0.0,0.0,0.0,585.0,26.04563
1180,24.77,81.08,0.0,0.0,0.0,585.0,26.01455
1181,24.79,81.05,0.0,0.0,0.0,585.0,26.02699
1182,24.82,81.04,0.0,0.0,0.0,585.0,26.04563
1183,24.8,81.0,0.0,0.0,0.0,585.0,26.0332
1184,24.8,80.94,0.0,0.0,0.0,585.0,26.0332
1185,24.8,80.96,0.0,0.0,0.0,585.0,26.0332
1186,24.8,80.92,0.0,0.0,0.0,585.0,26.0332
1187,24.8,80.93,0.0,0.0,0.0,585.0,26.0332
1188,24.8,80.91,0.0,0.0,0.0,585.0,26.0332
1189,24.79,80.93,0.0,0.0,0.0,585.0,26.02699
1190,24.77,80.92,0.0,0.0,0.0,585.0,26.01455
1191,24.79,80.96,0.0,0.0,0.0,585.0,26.02699
1192,24.77,80.95,0.0,0.0,0.0,585.0,26.01455
1193,24.79,80.93,0.0,0.0,0.0,585.0,26.02699
1194,24.77,80.93,0.0,0.0,0.0,585.0,26.01455
1195,24.79,80.9,0.0,0.0,0.0,585.0,26.02699
1196,24.8,80.97,0.0,0.0,0.0,585.0,26.0332
1197,24.8,80.95,0.0,0.0,0.0,585.0,26.0332
1198,24.79,80.93,0.0,0.0,0.0,585.0,26.02699
1199,24.76,80.96,0.0,0.0,0.0,585.0,26.00834
1200,24.77,80.95,0.0,0.0,0.0,585.0,26.01455
1201,24.77,80.94,0.0,0.0,0.0,585.0,26.01455
1202,24.76,80.89,0.0,0.0,0.0,585.0,26.00834
1203,24.77,80.93,0.0,0.0,0.0,585.0,26.01455
1204,24.75,80.91,0.0,0.0,0.0,585.0,26.00212
1205,24.75,80.99,0.0,0.0,0.0,585.0,26.00212
1206,24.77,80.99,0.0,0.0,0.0,585.0,26.01455
1207,24.76,80.99,0.0,0.0,0.0,585.0,26.00834
1208,24.76,80.99,0.0,0.0,0.0,585.0,26.00834
1209,24.76,80.91,0.0,0.0,0.0,585.0,26.00834
1210,24.76,80.95,0.0,0.0,0.0,585.0,26.00834
1211,24.75,80.95,0.0,0.0,0.0,585.0,26.00212
1212,24.76,80.96,0.0,0.0,0.0,585.0,26.00834
1213,24.75,80.95,0.0,0.0,0.0,585.0,26.00212
1214,24.77,80.93,0.0,0.0,0.0,585.0,26.01455
1215,24.75,80.94,0.0,0.0,0.0,585.0,26.00212
1216,24.75,80.98,0.0,0.0,0.0,585.0,26.00212
1217,24.76,80.99,0.0,0.0,0.0,585.0,26.00834
1218,24.75,80.98,0.0,0.0,0.0,585.0,26.00212
1219,24.77,80.96,0.0,0.0,0.0,585.0,26.01455
1220,24.76,80.97,0.0,0.0,0.0,585.0,26.00834
1221,24.75,80.94,0.0,0.0,0.0,585.0,26.00212
1222,24.77,80.91,0.0,0.0,0.0,585.0,26.01455
1223,24.75,80.94,0.0,0.0,0.0,585.0,26.00212
1224,24.77,80.94,0.0,0.0,0.0,585.0,26.01455
1225,24.75,80.94,0.0,0.0,0.0,585.0,26.00212
1226,24.76,80.95,0.0,0.0,0.0,585.0,26.00834
1227,24.76,81.01,0.0,0.0,0.0,585.0,26.00834
1228,24.76,81.02,0.0,0.0,0.0,585.0,26.00834
1229,24.75,80.96,0.0,0.0,0.0,585.0,26.00212
1230,24.73,80.96,0.0,0.0,0.0,585.0,25.98969
1231,24.75,80.93,0.0,0.0,0.0,585.0,26.00212
1232,24.75,80.96,0.0,0.0,0.0,585.0,26.00212
1233,24.73,80.93,0.0,0.0,0.0,585.0,25.98969
1234,24.76,80.94,0.0,0.0,0.0,585.0,26.00834
1235,24.73,80.93,0.0,0.0,0.0,585.0,25.98969
1236,24.75,80.96,0.0,0.0,0.0,585.0,26.00212
1237,24.76,80.9,0.0,0.0,0.0,585.0,26.00834
1238,24.76,80.94,0.0,0.0,0.0,585.0,26.00834
1239,24.76,80.94,0.0,0.0,0.0,585.0,26.00834
1240,24.75,80.87,0.0,0.0,0.0,585.0,26.00212
1241,24.76,80.92,0.0,0.0,0.0,585.0,26.00834
1242,24.73,80.88,0.0,0.0,0.0,585.0,25.98969
1243,24.79,80.88,0.0,0.0,0.0,585.0,26.02699
1244,24.75,80.88,0.0,0.0,0.0,585.0,26.00212
1245,24.75,80.85,0.0,0.0,0.0,585.0,26.00212
1246,24.76,80.85,0.0,0.0,0.0,585.0,26.00834
1247,24.75,80.88,0.0,0.0,0.0,585.0,26.00212
1248,24.75,80.86,0.0,0.0,0.0,585.0,26.00212
1249,24.75,80.9,0.0,0.0,0.0,585.0,26.00212
1250,24.73,80.88,0.0,0.0,0.0,585.0,25.98969
1251,24.76,80.83,0.0,0.0,0.0,585.0,26.00834
1252,24.72,80.84,0.0,0.0,0.0,585.0,25.98348
1253,24.73,80.86,0.0,0.0,0.0,585.0,25.98969
1254,24.73,80.88,0.0,0.0,0.0,585.0,25.98969
1255,24.76,80.86,0.0,0.0,0.0,585.0,26.00834
1256,24.73,80.84,0.0,0.0,0.0,585.0,25.98969
1257,24.72,80.85,0.0,0.0,0.0,585.0,25.98348
1258,24.75,80.84,0.0,0.0,0.0,585.0,26.00212
1259,24.73,80.88,0.0,0.0,0.0,585.0,25.98969
1260,24.72,80.85,0.0,0.0,0.0,585.0,25.98348
1261,24.75,80.85,0.0,0.0,0.0,585.0,26.00212
1262,24.75,80.84,0.0,0.0,0.0,585.0,26.00212
1263,24.72,80.83,0.0,0.0,0.0,585.0,25.98348
1264,24.73,80.77,0.0,0.0,0.0,585.0,25.98969
1265,24.73,80.79,0.0,0.0,0.0,585.0,25.98969
1266,24.7,80.85,0.0,0.0,0.0,585.0,25.97105
1267,24.72,80.83,0.0,0.0,0.0,585.0,25.98348
1268,24.72,80.88,0.0,0.0,0.0,585.0,25.98348
1269,24.72,80.89,0.0,0.0,0.0,585.0,25.98348
1270,24.7,80.95,0.0,0.0,0.0,585.0,25.97105
1271,24.69,80.93,0.0,0.0,0.0,585.0,25.96484
1272,24.72,80.9,0.0,0.0,0.0,585.0,25.98348
1273,24.72,80.88,0.0,0.0,0.0,585.0,25.98348
1274,24.72,80.88,0.0,0.0,0.0,585.0,25.98348
1275,24.7,80.87,0.0,0.0,0.0,585.0,25.97105
1276,24.7,80.88,0.0,0.0,0.0,585.0,25.97105
1277,24.69,80.88,0.0,0.0,0.0,585.0,25.96484
1278,24.72,80.95,0.0,0.0,0.0,585.0,25.98348
1279,24.72,80.89,0.0,0.0,0.0,585.0,25.98348
1280,24.69,80.92,0.0,0.0,0.0,585.0,25.96484
1281,24.7,80.95,0.0,0.0,0.0,585.0,25.97105
1282,24.69,80.93,0.0,0.0,0.0,585.0,25.96484
1283,24.69,80.95,0.0,0.0,0.0,585.0,25.96484
1284,24.7,80.94,0.0,0.0,0.0,585.0,25.97105
1285,24.72,80.94,0.0,0.0,0.0,585.0,25.98348
1286,24.7,80.91,0.0,0.0,0.0,585.0,25.97105
1287,24.69,80.9,0.0,0.0,0.0,585.0,25.96484
1288,24.69,80.91,0.0,0.0,0.0,585.0,25.96484
1289,24.7,80.9,0.0,0.0,0.0,585.0,25.97105
1290,24.7,80.93,0.0,0.0,0.0,585.0,25.97105
1291,24.72,80.93,0.0,0.0,0.0,585.0,25.98348
1292,24.69,80.94,0.0,0.0,0.0,585.0,25.96484
1293,24.7,80.93,0.0,0.0,0.0,585.0,25.97105
1294,24.7,80.92,0.0,0.0,0.0,585.0,25.97105
1295,24.67,80.94,0.0,0.0,0.0,585.0,25.95241
1296,24.7,80.93,0.0,0.0,0.0,585.0,25.97105
1297,24.73,80.89,0.0,0.0,0.0,585.0,25.98969
1298,24.72,80.95,0.0,0.0,0.0,585.0,25.98348
1299,24.72,80.95,0.0,0.0,0.0,585.0,25.98348
1300,24.7,80.98,0.0,0.0,0.0,585.0,25.97105
1301,24.73,80.94,0.0,0.0,0.0,585.0,25.98969
1302,24.72,80.93,0.0,0.0,0.0,585.0,25.98348
1303,24.69,80.93,0.0,0.0,0.0,585.0,25.96484
1304,24.73,80.91,0.0,0.0,0.0,585.0,25.98969
1305,24.72,80.91,0.0,0.0,0.0,585.0,25.98348
1306,24.72,80.96,0.0,0.0,0.0,585.0,25.98348
1307,24.7,80.95,0.0,0.0,0.0,585.0,25.97105
1308,24.72,80.93,0.0,0.0,0.0,585.0,25.98348
1309,24.69,80.93,0.0,0.0,0.0,585.0,25.96484
1310,24.7,80.94,0.0,0.0,0.0,585.0,25.97105
1311,24.7,80.99,0.0,0.0,0.0,585.0,25.97105
1312,24.69,80.98,0.0,0.0,0.0,585.0,25.96484
1313,24.69,81.0,0.0,0.0,0.0,585.0,25.96484
1314,24.7,81.02,0.0,0.0,0.0,585.0,25.97105
1315,24.7,80.99,0.0,0.0,0.0,585.0,25.97105
1316,24.7,80.96,0.0,0.0,0.0,585.0,25.97105
1317,24.7,80.97,0.0,0.0,0.0,585.0,25.97105
1318,24.7,80.99,0.0,0.0,0.0,585.0,25.97105
1319,24.69,80.99,0.0,0.0,0.0,585.0,25.96484
1320,24.7,80.99,0.0,0.0,0.0,585.0,25.97105
1321,24.7,81.02,0.0,0.0,0.0,585.0,25.97105
1322,24.67,81.01,0.0,0.0,0.0,585.0,25.95241
1323,24.72,81.02,0.0,0.0,0.0,585.0,25.98348
1324,24.72,81.02,0.0,0.0,0.0,585.0,25.98348
1325,24.69,81.06,0.0,0.0,0.0,585.0,25.96484
1326,24.69,81.04,0.0,0.0,0.0,585.0,25.96484
1327,24.69,80.99,0.0,0.0,0.0,585.0,25.96484
1328,24.72,81.04,0.0,0.0,0.0,585.0,25.98348
1329,24.69,81.02,0.0,0.0,0.0,585.0,25.96484
1330,24.67,81.0,0.0,0.0,0.0,585.0,25.95241
1331,24.67,81.02,0.0,0.0,0.0,585.0,25.95241
1332,24.69,80.97,0.0,0.0,0.0,585.0,25.96484
1333,24.65,80.99,0.0,0.0,0.0,585.0,25.93997
1334,24.66,81.0,0.0,0.0,0.0,585.0,25.94619
1335,24.67,81.06,0.0,0.0,0.0,585.0,25.95241
1336,24.67,81.06,0.0,0.0,0.0,585.0,25.95241
1337,24.69,81.06,0.0,0.0,0.0,585.0,25.96484
1338,24.67,81.07,0.0,0.0,0.0,585.0,25.95241
1339,24.67,81.11,0.0,0.0,0.0,585.0,25.95241
1340,24.66,81.13,0.0,0.0,0.0,585.0,25.94619
1341,24.63,81.09,0.0,0.0,0.0,585.0,25.92754
1342,24.63,81.1,0.0,0.0,0.0,585.0,25.92754
1343,24.63,81.17,0.0,0.0,0.0,585.0,25.92754
1344,24.63,81.1,0.0,0.0,0.0,585.0,25.92754
1345,24.63,81.15,0.0,0.0,0.0,585.0,25.92754
1346,24.63,81.18,0.0,0.0,0.0,585.0,25.92754
1347,24.63,81.16,0.0,0.0,0.0,585.0,25.92754
1348,24.65,81.15,0.0,0.0,0.0,585.0,25.93997
1349,24.65,81.15,0.0,0.0,0.0,585.0,25.93997
1350,24.63,81.15,0.0,0.0,0.0,585.0,25.92754
1351,24.63,81.17,0.0,0.0,0.0,585.0,25.92754
1352,24.62,81.14,0.0,0.0,0.0,585.0,25.92133
1353,24.65,81.13,0.0,0.0,0.0,585.0,25.93997
1354,24.65,81.15,0.0,0.0,0.0,585.0,25.93997
1355,24.63,81.15,0.0,0.0,0.0,585.0,25.92754
1356,24.63,81.17,0.0,0.0,0.0,585.0,25.92754
1357,24.62,81.15,0.0,0.0,0.0,585.0,25.92133
1358,24.62,81.19,0.0,0.0,0.0,585.0,25.92133
1359,24.6,81.23,0.0,0.0,0.0,585.0,25.9089
1360,24.6,81.19,0.0,0.0,0.0,585.0,25.9089
1361,24.65,81.23,0.0,0.0,0.0,585.0,25.93997
1362,24.63,81.25,0.0,0.0,0.0,585.0,25.92754
1363,24.59,81.25,0.0,0.0,0.0,585.0,25.90269
1364,24.62,81.25,0.0,0.0,0.0,585.0,25.92133
1365,24.63,81.2,0.0,0.0,0.0,585.0,25.92754
1366,24.6,81.21,0.0,0.0,0.0,585.0,25.9089
1367,24.63,81.24,0.0,0.0,0.0,585.0,25.92754
1368,24.62,81.15,0.0,0.0,0.0,585.0,25.92133
1369,24.6,81.24,0.0,0.0,0.0,585.0,25.9089
1370,24.62,81.24,0.0,0.0,0.0,585.0,25.92133
1371,24.63,81.23,0.0,0.0,0.0,585.0,25.92754
1372,24.62,81.25,0.0,0.0,0.0,585.0,25.92133
1373,24.63,81.23,0.0,0.0,0.0,585.0,25.92754
1374,24.63,81.21,0.0,0.0,0.0,585.0,25.92754
1375,24.6,81.17,0.0,0.0,0.0,585.0,25.9089
1376,24.62,81.3,0.0,0.0,0.0,585.0,25.92133
1377,24.62,81.28,0.0,0.0,0.0,585.0,25.92133
1378,24.6,81.31,0.0,0.0,0.0,585.0,25.9089
1379,24.6,81.29,0.0,0.0,0.0,585.0,25.9089
1380,24.62,81.25,0.0,0.0,0.0,585.0,25.92133
1381,24.62,81.26,0.0,0.0,0.0,585.0,25.92133
1382,24.62,81.27,0.0,0.0,0.0,585.0,25.92133
1383,24.62,81.28,0.0,0.0,0.0,585.0,25.92133
1384,24.62,81.29,0.0,0.0,0.0,585.0,25.92133
1385,24.62,81.25,0.0,0.0,0.0,585.0,25.92133
1386,24.62,81.3,0.0,0.0,0.0,585.0,25.92133
1387,24.63,81.27,0.0,0.0,0.0,585.0,25.92754
1388,24.6,81.25,0.0,0.0,0.0,585.0,25.9089
1389,24.6,81.27,0.0,0.0,0.0,585.0,25.9089
1390,24.59,81.25,0.0,0.0,0.0,585.0,25.90269
1391,24.62,81.28,0.0,0.0,0.0,585.0,25.92133
1392,24.56,81.29,0.0,0.0,0.0,585.0,25.88404
1393,24.56,81.3,0.0,0.0,0.0,585.0,25.88404
1394,24.55,81.34,0.0,0.0,0.0,585.0,25.87782
1395,24.55,81.36,0.0,0.0,0.0,585.0,25.87782
1396,24.56,81.33,0.0,0.0,0.0,585.0,25.88404
1397,24.55,81.38,0.0,0.0,0.0,585.0,25.87782
1398,24.53,81.41,0.0,0.0,0.0,585.0,25.86539
1399,24.53,81.44,0.0,0.0,0.0,585.0,25.86539
1400,24.55,81.47,0.0,0.0,0.0,585.0,25.87782
1401,24.53,81.48,0.0,0.0,0.0,585.0,25.86539
1402,24.52,81.47,0.0,0.0,0.0,585.0,25.85918
1403,24.51,81.51,0.0,0.0,0.0,585.0,25.85296
1404,24.52,81.51,0.0,0.0,0.0,585.0,25.85918
1405,24.53,81.52,0.0,0.0,0.0,585.0,25.86539
1406,24.49,81.51,0.0,0.0,0.0,585.0,25.84053
1407,24.51,81.52,0.0,0.0,0.0,585.0,25.85296
1408,24.53,81.49,0.0,0.0,0.0,585.0,25.86539
1409,24.53,81.54,0.0,0.0,0.0,585.0,25.86539
1410,24.52,81.54,0.0,0.0,0.0,585.0,25.85918
1411,24.52,81.53,0.0,0.0,0.0,585.0,25.85918
1412,24.52,81.5,0.0,0.0,0.0,585.0,25.85918
1413,24.53,81.5,0.0,0.0,0.0,585.0,25.86539
1414,24.52,81.51,0.0,0.0,0.0,585.0,25.85918
1415,24.52,81.51,0.0,0.0,0.0,585.0,25.85918
1416,24.52,81.58,0.0,0.0,0.0,585.0,25.85918
1417,24.51,81.55,0.0,0.0,0.0,585.0,25.85296
1418,24.53,81.54,0.0,0.0,0.0,585.0,25.86539
1419,24.51,81.57,0.0,0.0,0.0,585.0,25.85296
1420,24.51,81.57,0.0,0.0,0.0,585.0,25.85296
1421,24.52,81.55,0.0,0.0,0.0,585.0,25.85918
1422,24.52,81.58,0.0,0.0,0.0,585.0,25.85918
1423,24.53,81.53,0.0,0.0,0.0,585.0,25.86539
1424,24.53,81.53,0.0,0.0,0.0,585.0,25.86539
1425,24.52,81.49,0.0,0.0,0.0,585.0,25.85918
1426,24.53,81.53,0.0,0.0,0.0,585.0,25.86539
1427,24.53,81.51,0.0,0.0,0.0,585.0,25.86539
1428,24.53,81.44,0.0,0.0,0.0,585.0,25.86539
1429,24.55,81.49,0.0,0.0,0.0,585.0,25.87782
1430,24.55,81.47,0.0,0.0,0.0,585.0,25.87782
1431,24.53,81.46,0.0,0.0,0.0,585.0,25.86539
1432,24.55,81.47,0.0,0.0,0.0,585.0,25.87782
1433,24.52,81.43,0.0,0.0,0.0,585.0,25.85918
1434,24.53,81.44,0.0,0.0,0.0,585.0,25.86539
1435,24.53,81.42,0.0,0.0,0.0,585.0,25.86539
1436,24.53,81.43,0.0,0.0,0.0,585.0,25.86539
1437,24.53,81.45,0.0,0.0,0.0,585.0,25.86539
1438,24.53,81.42,0.0,0.0,0.0,585.0,25.86539
1439,24.55,81.35,0.0,0.0,0.0,585.0,25.87782
1440,24.53,81.37,0.0,0.0,0.0,585.0,25.86539
1441,24.52,81.36,0.0,0.0,0.0,585.0,25.85918
1442,24.55,81.32,0.0,0.0,0.0,585.0,25.87782
1443,24.53,81.34,0.0,0.0,0.0,585.0,25.86539
1444,24.53,81.37,0.0,0.0,0.0,585.0,25.86539
1445,24.53,81.37,0.0,0.0,0.0,585.0,25.86539
1446,24.51,81.3,0.0,0.0,0.0,585.0,25.85296
1447,24.55,81.33,0.0,0.0,0.0,585.0,25.87782
1448,24.53,81.36,0.0,0.0,0.0,585.0,25.86539
1449,24.53,81.37,0.0,0.0,0.0,585.0,25.86539
1450,24.53,81.37,0.0,0.0,0.0,585.0,25.86539
1451,24.51,81.36,0.0,0.0,0.0,585.0,25.85296
1452,24.52,81.37,0.0,0.0,0.0,585.0,25.85918
1453,24.52,81.36,0.0,0.0,0.0,585.0,25.85918
1454,24.53,81.36,0.0,0.0,0.0,585.0,25.86539
1455,24.55,81.34,0.0,0.0,0.0,585.0,25.87782
1456,24.55,81.33,0.0,0.0,0.0,585.0,25.87782
1457,24.52,81.32,0.0,0.0,0.0,585.0,25.85918
1458,24.53,81.29,0.0,0.0,0.0,585.0,25.86539
1459,24.53,81.31,0.0,0.0,0.0,585.0,25.86539
1460,24.52,81.33,0.0,0.0,0.0,585.0,25.85918
1461,24.53,81.31,0.0,0.0,0.0,585.0,25.86539
1462,24.53,81.31,0.0,0.0,0.0,585.0,25.86539
1463,24.53,81.34,0.0,0.0,0.0,585.0,25.86539
1464,24.52,81.34,0.0,0.0,0.0,585.0,25.85918
1465,24.52,81.3,0.0,0.0,0.0,585.0,25.85918
1466,24.55,81.33,0.0,0.0,0.0,585.0,25.87782
1467,24.52,81.33,0.0,0.0,0.0,585.0,25.85918
1468,24.53,81.32,0.0,0.0,0.0,585.0,25.86539
1469,24.51,81.34,0.0,0.0,0.0,585.0,25.85296
1470,24.52,81.34,0.0,0.0,0.0,585.0,25.85918
1471,24.53,81.34,0.0,0.0,0.0,585.0,25.86539
1472,24.52,81.33,0.0,0.0,0.0,585.0,25.85918
1473,24.53,81.33,0.0,0.0,0.0,585.0,25.86539
1474,24.51,81.37,0.0,0.0,0.0,585.0,25.85296
1475,24.52,81.33,0.0,0.0,0.0,585.0,25.85918
1476,24.53,81.34,0.0,0.0,0.0,585.0,25.86539
1477,24.52,81.34,0.0,0.0,0.0,585.0,25.85918
1478,24.55,81.33,0.0,0.0,0.0,585.0,25.87782
1479,24.52,81.35,0.0,0.0,0.0,585.0,25.85918
1480,24.53,81.34,0.0,0.0,0.0,585.0,25.86539
1481,24.52,81.37,0.0,0.0,0.0,585.0,25.85918
1482,24.52,81.35,0.0,0.0,0.0,585.0,25.85918
1483,24.53,81.34,0.0,0.0,0.0,585.0,25.86539
1484,24.53,81.32,0.0,0.0,0.0,585.0,25.86539
1485,24.52,81.34,0.0,0.0,0.0,585.0,25.85918
1486,24.52,81.36,0.0,0.0,0.0,585.0,25.85918
1487,24.53,81.38,0.0,0.0,0.0,585.0,25.86539
1488,24.55,81.35,0.0,0.0,0.0,585.0,25.87782
1489,24.52,81.33,0.0,0.0,0.0,585.0,25.85918
1490,24.53,81.32,0.0,0.0,0.0,585.0,25.86539
1491,24.52,81.37,0.0,0.0,0.0,585.0,25.85918
1492,24.53,81.38,0.0,0.0,0.0,585.0,25.86539
1493,24.55,81.32,0.0,0.0,0.0,585.0,25.87782
1494,24.53,81.27,0.0,0.0,0.0,585.0,25.86539
1495,24.53,81.27,0.0,0.0,0.0,585.0,25.86539
1496,24.52,81.32,0.0,0.0,0.0,585.0,25.85918
1497,24.55,81.33,0.0,0.0,0.0,585.0,25.87782
1498,24.55,81.3,0.0,0.0,0.0,585.0,25.87782
1499,24.53,81.27,0.0,0.0,0.0,585.0,25.86539
1500,24.53,81.3,0.0,0.0,0.0,585.0,25.86539
1501,24.53,81.31,0.0,0.0,0.0,585.0,25.86539
1502,24.53,81.36,0.0,0.0,0.0,585.0,25.86539
1503,24.51,81.33,0.0,0.0,0.0,585.0,25.85296
1504,24.53,81.32,0.0,0.0,0.0,585.0,25.86539
1505,24.52,81.34,0.0,0.0,0.0,585.0,25.85918
1506,24.53,81.34,0.0,0.0,0.0,585.0,25.86539
1507,24.52,81.37,0.0,0.0,0.0,585.0,25.85918
1508,24.52,81.34,0.0,0.0,0.0,585.0,25.85918
1509,24.53,81.31,0.0,0.0,0.0,585.0,25.86539
1510,24.53,81.32,0.0,0.0,0.0,585.0,25.86539
1511,24.52,81.32,0.0,0.0,0.0,585.0,25.85918
1512,24.53,81.31,0.0,0.0,0.0,585.0,25.86539
1513,24.55,81.28,0.0,0.0,0.0,585.0,25.87782
1514,24.52,81.24,0.0,0.0,0.0,585.0,25.85918
1515,24.52,81.28,0.0,0.0,0.0,585.0,25.85918
1516,24.52,81.31,0.0,0.0,0.0,585.0,25.85918
1517,24.52,81.33,0.0,0.0,0.0,585.0,25.85918
1518,24.51,81.34,0.0,0.0,0.0,585.0,25.85296
1519,24.52,81.33,0.0,0.0,0.0,585.0,25.85918
1520,24.51,81.31,0.0,0.0,0.0,585.0,25.85296
1521,24.51,81.34,0.0,0.0,0.0,585.0,25.85296
1522,24.51,81.3,0.0,0.0,0.0,585.0,25.85296
1523,24.52,81.3,0.0,0.0,0.0,585.0,25.85918
1524,24.53,81.28,0.0,0.0,0.0,585.0,25.86539
1526,24.51,81.3,0.0,0.0,0.0,585.0,25.85296
1527,24.51,81.28,0.0,0.0,0.0,585.0,25.85296
1528,24.49,81.27,0.0,0.0,0.0,585.0,25.84053
1529,24.49,81.25,0.0,0.0,0.0,585.0,25.84053
1530,24.52,81.27,0.0,0.0,0.0,585.0,25.85918
1531,24.52,81.29,0.0,0.0,0.0,585.0,25.85918
1532,24.49,81.27,0.0,0.0,0.0,585.0,25.84053
1533,24.48,81.28,0.0,0.0,0.0,585.0,25.83432
1534,24.49,81.3,0.0,0.0,0.0,585.0,25.84053
1535,24.48,81.27,0.0,0.0,0.0,585.0,25.83432
1536,24.48,81.27,0.0,0.0,0.0,585.0,25.83432
1537,24.49,81.32,0.0,0.0,0.0,585.0,25.84053
1538,24.51,81.28,0.0,0.0,0.0,585.0,25.85296
1539,24.49,81.3,0.0,0.0,0.0,585.0,25.84053
1540,24.51,81.27,0.0,0.0,0.0,585.0,25.85296
1541,24.49,81.27,0.0,0.0,0.0,585.0,25.84053
1542,24.46,81.31,0.0,0.0,0.0,585.0,25.82189
